"job_id","company_id"
12874,67
7767,48
12500,261
12501,261
12283,217
976,21
10813,46
5257,88
12880,88
7672,88
4148,88
3970,79
9388,79
3964,79
5098,217
7129,254
12003,190
7136,254
7127,254
9390,254
9022,206
13299,206
7794,48
9162,46
719,46
868,46
9063,46
636,46
4483,124
1921,167
4281,95
193,74
5394,227
5393,227
4144,88
12502,261
10785,88
7774,48
9314,46
5097,217
13205,254
9619,46
12392,13
11671,13
11067,13
11063,13
11046,13
10938,102
11058,13
11091,13
11094,13
11082,13
13317,232
10270,37
13054,162
13342,254
3167,92
5774,214
9605,69
713,46
11561,48
4140,88
4139,88
12503,261
12504,261
726,46
9980,102
6623,46
7215,254
12536,46
7009,46
11641,83
851,46
7906,21
12651,48
9318,46
849,46
10834,46
11905,46
7080,88
4116,88
5093,217
5089,217
7925,74
12512,217
6907,46
5083,217
13318,235
3090,80
7875,205
12390,217
7172,30
11170,217
10788,217
5044,217
10948,217
5826,203
675,46
6079,199
6269,230
4850,88
11764,217
5112,217
10950,217
9600,217
5011,217
5010,217
5004,217
4970,217
4968,217
11090,13
4102,88
11440,217
7959,217
4960,217
368,74
6742,88
10375,45
9761,25
12211,46
13351,13
122,98
6790,46
13360,13
13343,13
13344,13
13345,13
13333,179
13346,13
13347,13
13348,13
13349,13
13350,13
10518,27
13352,13
13353,13
13354,13
13355,13
13356,13
13357,13
13358,13
13359,13
7754,73
5234,222
5222,222
5221,222
5184,222
13361,13
13362,13
13363,13
13364,13
13365,13
7899,46
13366,13
5166,222
5060,217
5059,217
4946,217
13367,13
13368,13
13369,13
13370,13
10519,27
13095,46
9943,46
4162,88
828,46
13323,246
5888,26
815,46
3914,13
198,74
10337,36
10380,45
8984,46
4784,21
4137,88
11882,88
11883,88
5147,222
5146,222
5128,222
5057,217
7760,73
9816,73
11045,73
13325,246
13371,13
5688,216
3366,106
759,46
5820,46
10513,46
13098,46
13099,46
8986,46
9480,88
4131,88
4134,88
4133,88
13372,13
850,46
6908,46
10958,13
13373,13
13374,13
9051,205
13375,13
9737,21
8708,74
13376,13
1110,18
9728,46
9726,46
12413,46
6554,251
13377,13
13270,12
8014,42
12383,160
13378,13
13379,13
13380,13
13381,13
13382,13
13383,13
13384,13
13385,13
5391,227
11745,144
11879,227
13386,13
2829,9
5390,227
4030,79
11439,217
11442,73
1111,18
13387,13
651,46
13388,13
13389,13
11744,144
9478,173
12532,27
3941,13
1303,8
3931,13
9268,46
3930,13
13390,13
13391,13
904,26
3895,13
13392,13
909,21
3879,13
12950,87
3424,135
13393,13
5418,228
219,74
5643,74
221,74
7953,160
7321,227
10272,88
6887,88
4130,88
4129,88
9809,88
4127,88
5050,217
5049,217
13312,91
7182,140
5117,198
11557,256
7764,35
4759,88
10976,46
7768,48
761,46
4124,88
6859,169
12416,46
11577,256
11535,227
9810,88
4126,88
9383,95
11168,88
5048,217
13087,13
3880,13
4324,124
3878,13
3872,13
3871,13
3869,13
3868,13
10953,13
11272,13
9002,173
4765,69
27,69
7646,28
11456,214
11273,13
12288,13
3864,13
8952,13
3863,13
12289,13
3860,13
7413,144
3523,144
11756,227
11755,227
7765,35
10335,36
9470,46
638,46
6981,79
9843,124
875,46
10807,124
4029,79
10947,217
5047,217
5045,217
12984,73
9482,205
7422,13
11555,194
9285,194
9,26
11188,46
5721,214
5773,214
11575,256
835,46
836,46
4016,79
5722,214
12875,227
5723,214
12419,46
5729,214
5726,214
5727,214
5739,214
12533,214
9471,46
12876,227
11351,46
11160,227
11576,256
11161,227
11162,227
4123,88
11890,13
11445,13
3858,13
11858,40
11968,34
11579,256
12407,46
13271,8
11969,28
2776,32
10116,17
13394,13
11656,227
4122,88
7341,88
10939,88
5300,205
5297,205
13202,205
3857,13
12516,13
10796,13
8939,13
9821,13
9822,13
961,21
2507,125
8636,74
8637,74
6642,214
7944,42
3457,123
2314,137
11724,206
5741,214
5740,214
5744,214
9742,8
3829,13
9659,40
4262,95
4120,88
4115,88
4114,88
10941,88
9516,46
11580,256
10942,88
3822,13
12537,46
3821,13
10572,172
1027,21
11915,46
5743,214
5758,214
5761,214
5763,214
3016,56
5765,214
11517,59
5766,214
767,46
3819,13
3818,13
11172,13
8953,13
3816,13
3815,13
11516,55
12513,217
5284,205
6724,37
3798,13
11098,13
3793,13
12633,13
7429,13
12990,13
3788,13
3784,13
12394,13
11574,256
12724,13
3777,13
11449,13
11173,13
3774,13
7210,13
13395,13
7766,35
12883,13
9696,13
3757,13
3754,13
11636,49
11583,256
6647,214
837,46
931,21
1306,8
7821,35
7822,35
3517,144
10943,88
11663,217
6649,214
6650,214
768,46
13008,46
13089,46
655,46
10512,46
11352,46
10835,46
5818,46
9060,46
11718,28
5614,253
9939,216
7225,88
11402,208
12623,227
10334,36
8954,88
12506,88
11468,21
4100,88
3969,79
1936,167
7219,79
3963,79
7216,254
3752,13
9132,13
3745,13
1068,21
4436,124
5777,214
11679,124
1957,167
11717,28
11722,206
12534,214
5780,214
5779,214
9065,21
11904,46
13256,46
13257,46
9220,205
12624,227
9228,88
6614,95
7450,46
5124,198
5101,217
5100,217
5102,217
9686,88
5020,217
7620,18
975,21
1007,21
13206,254
7121,254
8933,254
13207,254
7384,167
9006,167
5781,214
12403,124
11733,121
13258,46
6075,199
9155,46
11719,28
2754,34
12301,124
2899,28
3004,54
11588,21
10336,36
9580,227
12627,88
9048,88
7112,254
11271,254
11587,21
7111,254
12011,258
7110,254
1004,21
7109,254
1056,21
1011,21
3744,13
812,46
216,74
11600,257
11732,121
11518,71
11809,214
5784,214
11906,46
11267,227
11594,216
12987,254
12290,13
3739,13
12725,13
11605,257
3735,13
3763,13
2058,167
2060,167
3762,13
3761,13
3760,13
2067,167
3778,13
1020,21
3724,13
12899,46
9262,74
2649,40
7785,48
9273,74
7951,96
10774,235
5785,214
9618,216
9328,8
9329,8
2676,40
5787,214
880,46
259,74
1023,21
1029,21
4901,167
1032,21
1037,21
3950,13
7340,88
2865,33
7362,21
1024,21
7108,254
1025,21
7106,254
13072,254
7100,254
7098,254
10795,254
11996,254
7617,21
5786,214
12530,254
10280,254
6973,200
3945,13
13064,88
5788,214
4464,124
6630,21
7890,124
303,74
1075,21
5109,217
11667,205
11887,13
12515,13
809,46
1077,21
5424,228
8694,74
2898,28
732,46
942,21
9942,46
200,74
12902,46
12708,162
12507,88
2165,161
5018,217
3716,13
12291,198
7440,198
10285,228
10286,228
11177,228
11102,193
4980,193
4979,193
11997,193
9237,193
4976,193
4957,193
12634,193
4950,193
12635,193
4949,193
4943,193
4942,193
5789,214
939,21
13397,253
6047,240
307,74
2760,34
12903,46
9814,217
11907,46
13096,46
8985,46
13398,253
5596,253
13396,154
5382,227
11327,222
5381,227
4089,88
5793,214
13065,88
4087,88
10332,36
5088,217
11084,13
7682,124
1021,21
2712,42
13399,253
7581,88
246,74
2275,137
5795,214
11472,15
5798,214
6779,214
11976,87
11328,222
813,46
10814,46
250,74
11562,46
3177,92
11917,15
9889,74
9891,74
12508,88
7583,88
9689,88
5597,253
11685,21
6739,88
5593,253
6325,234
5800,214
5801,214
11674,253
5586,253
9701,253
6902,214
5570,253
5569,253
5567,253
5560,253
5559,253
12,21
5558,253
5825,203
6774,21
5557,253
5556,253
5555,253
5554,253
9829,253
5552,253
4084,88
4083,88
4082,88
6404,244
329,74
4081,88
9908,74
4080,88
6271,230
6468,246
5104,217
5014,217
11062,13
10991,74
373,74
377,74
6901,74
5802,214
5804,214
5803,214
5805,214
5806,214
6382,239
11066,13
817,46
12539,46
5548,253
5547,253
7671,88
4079,88
6875,169
5013,217
11070,13
11068,13
11071,13
11074,13
7301,244
4955,217
9853,74
8675,74
2642,43
4323,124
11077,13
11075,13
11087,13
819,46
6558,251
13259,46
12227,21
11089,13
5379,227
11990,95
4280,95
12973,95
11130,173
6615,95
5160,222
10348,174
7584,88
5546,253
7445,253
9630,12
5540,253
5544,253
5809,214
5808,214
396,69
10509,69
2816,25
11558,69
13260,46
4401,124
670,46
11895,253
7431,253
2857,9
13276,74
12473,47
11862,59
12267,212
3670,176
12366,59
10852,8
4076,88
3008,58
11660,88
7339,88
7078,88
4074,88
4068,88
12482,116
5250,200
7432,253
2692,42
10963,253
5534,253
872,46
7229,69
8977,69
7666,228
399,69
401,69
404,69
9455,100
12410,46
5533,253
5531,253
5530,253
5528,253
4070,88
5525,253
6986,88
6987,88
4071,88
4069,88
5003,217
5000,217
3919,13
4067,88
9317,46
12594,4
5824,203
4952,193
319,74
1944,167
405,69
407,69
10974,69
12631,13
7231,69
826,46
5524,253
4963,193
2632,43
5523,253
5522,253
7529,173
12411,46
5746,214
10975,69
12974,95
4132,88
9575,173
1764,173
12207,69
413,69
11810,69
10510,69
5245,222
12980,222
12981,222
897,46
9690,222
5240,222
1989,167
637,46
9508,253
4998,217
12588,28
7082,88
2001,167
6813,173
10903,173
642,46
7222,88
9340,173
6633,74
4188,88
12389,222
10883,69
3283,96
5754,214
9049,222
6611,222
9812,222
9691,222
4997,217
3905,13
6720,13
3902,13
12650,69
4767,69
197,74
13261,46
10901,173
4749,190
12585,43
2936,49
13262,46
12493,160
688,46
4993,217
3901,13
7588,13
12294,253
9830,253
12896,46
12993,253
12994,253
12995,253
6917,197
12637,253
12638,253
7144,253
11675,253
9504,253
7228,253
1730,173
255,74
9284,12
5515,253
5514,253
7227,253
13212,253
5500,253
5503,253
4088,88
5504,253
5505,253
5506,253
12040,258
6383,239
10327,36
10786,222
10874,222
5236,222
5235,222
11329,222
5233,222
4972,217
4733,190
4965,193
4989,193
5507,253
7771,48
11526,160
7772,48
7773,48
11779,253
11559,48
11780,253
4893,12
12001,258
11781,253
12208,48
12535,48
6877,169
10728,216
665,46
11560,48
7775,48
12639,253
13263,46
6749,95
7777,48
9270,46
12280,222
5232,222
5231,222
3794,13
7778,48
7780,48
7781,48
7783,48
7784,48
5230,222
5229,222
5223,222
3899,13
3897,13
6004,248
2129,163
2135,163
2138,163
6745,88
6893,88
6944,32
7786,48
5497,253
7759,73
12359,42
6092,206
9977,203
7787,48
5680,216
7880,95
4275,95
4302,124
1232,12
275,74
4635,124
11537,222
9692,222
7150,197
2939,28
5227,222
5226,222
2615,7
7788,48
11973,71
7789,48
7791,48
7792,48
12314,48
7793,48
12541,46
5224,222
9976,203
5496,253
11181,253
11861,208
3439,135
5219,222
5218,222
4631,124
10301,124
5217,222
11435,222
5216,222
7795,48
10884,48
10511,48
7798,48
7799,48
5215,222
8929,222
4967,217
12384,246
5755,216
2825,25
10964,253
11451,253
5493,253
5492,253
5486,253
7348,253
7347,253
11909,46
7903,46
5710,216
10296,253
11994,222
6885,222
7277,137
5212,222
11436,222
7593,253
133,98
7594,253
13079,253
7226,253
9831,253
5471,253
5470,253
5469,253
9140,124
11547,253
1563,178
7800,48
1565,178
11284,48
11277,216
11285,48
12652,48
6110,207
306,74
21,46
8890,48
2265,137
12414,46
13100,46
899,46
13400,253
4721,183
4285,171
6117,207
3013,54
5208,222
11538,222
5207,222
12510,222
5206,222
5203,222
9652,137
9651,137
12042,258
11793,74
7802,48
409,69
5204,222
2904,28
5202,222
2002,167
7803,48
7804,48
7807,48
672,46
674,46
4056,165
4061,165
8957,165
13101,46
4059,165
4058,165
4274,95
5201,222
5200,222
5199,222
10338,45
5669,216
7083,88
3594,160
11634,28
5198,222
7808,48
7809,48
7810,48
12412,46
12409,46
678,46
5197,222
5162,222
11049,13
6978,124
3896,13
11889,13
6627,21
6106,208
10849,74
12467,40
4273,95
4271,95
10341,67
4270,95
890,26
6328,235
5195,222
5159,222
5194,222
12649,27
5799,214
762,46
6609,222
5193,222
9271,46
4883,46
764,46
3014,56
679,46
5192,222
6726,37
2695,40
669,46
12203,258
6773,216
11859,43
12474,206
4268,95
5191,222
5189,222
5188,222
5187,222
5190,222
5096,217
765,46
4057,165
6721,200
4546,124
4055,165
9678,239
11206,74
11207,74
9373,246
4053,165
9538,34
6561,251
6566,251
6568,251
7852,188
312,74
5712,216
5716,216
7230,69
11654,188
5186,222
5183,222
12591,28
4532,124
6900,74
55,103
12719,73
8948,73
3893,13
3888,13
3884,13
7576,95
3883,13
694,46
13074,13
12590,28
11532,188
11533,188
11183,216
7851,188
7850,188
5704,216
3998,79
3026,55
2706,40
7467,192
12629,73
9920,74
2606,119
13075,13
3994,79
5819,46
7540,28
10993,74
10994,74
12135,258
5091,217
5094,217
11441,73
3841,13
12517,13
11891,13
3848,13
3847,13
3789,13
7,15
7359,21
9062,46
7986,74
680,46
3840,13
12372,87
7148,74
8065,247
11332,254
1379,112
5182,222
9229,222
5181,222
7984,77
7859,77
7763,73
6762,77
5288,205
646,46
5294,205
12138,258
5892,21
7651,101
9130,13
3834,13
940,21
7679,165
4050,165
7680,165
4049,165
5467,165
9248,165
4861,165
838,46
969,21
839,46
684,46
4042,165
13102,46
9602,165
5180,222
9394,13
11892,13
4041,165
970,21
360,74
13401,154
681,46
1405,167
12996,165
4039,165
4038,165
385,74
386,74
9702,165
5368,205
4487,124
11548,157
12640,157
3713,154
6579,154
12005,154
3015,54
3686,154
9835,154
5457,242
5456,242
5455,242
5448,242
11340,242
6882,237
6600,237
7883,237
9590,124
9836,124
4266,95
5179,222
5178,222
5177,222
6905,46
7103,254
951,21
11112,216
7102,254
2241,137
4716,124
4714,124
9591,124
771,46
3628,180
11187,46
772,46
10516,46
13103,46
11677,124
11182,124
11897,124
2664,42
6622,46
2733,42
738,46
11898,124
9279,46
12701,78
6351,235
10677,191
727,46
2708,42
361,74
2908,29
1341,8
4264,95
10351,67
11326,95
5175,222
5174,222
7840,186
957,21
8007,167
966,21
1935,167
2932,28
1628,173
1629,173
1648,173
1649,173
12209,46
9157,46
5092,217
840,46
11893,13
4710,124
4708,124
7595,124
682,46
402,74
12861,232
945,21
9660,42
9043,246
7360,21
5172,222
10738,15
9993,187
841,46
9050,222
5171,222
9559,216
8893,46
842,46
5170,222
843,46
5169,222
5168,222
6984,222
9535,186
845,46
7695,46
9131,13
871,46
5165,222
1412,181
10978,21
5205,222
5163,222
7621,12
5164,222
5161,222
5158,222
5,12
5157,222
9731,46
4707,124
4706,124
666,46
5367,205
774,46
4773,46
846,46
4311,124
4959,217
3618,180
7665,200
1660,173
4705,124
4699,124
9068,15
776,46
12216,46
11597,257
2660,40
1178,15
9456,230
1177,15
1175,15
6124,211
5307,205
12328,119
9333,173
12436,119
5853,197
777,46
778,46
11901,46
11911,46
9994,187
5156,222
11437,222
5155,222
5154,222
3990,79
12720,73
11912,46
5369,205
5260,225
2946,47
2949,47
3542,144
11610,74
6607,222
10944,222
3810,13
1058,21
3808,13
3785,13
11447,13
5895,194
779,46
7322,13
3799,13
6634,74
5258,225
12851,263
804,46
816,46
1070,21
5153,222
12881,205
723,46
3780,13
8980,46
3779,13
11335,13
1737,173
994,21
1013,21
1014,21
5907,192
6311,232
5894,194
11448,13
6059,28
6913,21
12387,198
10945,222
9324,21
7962,231
3322,115
7068,235
9127,37
5893,21
4865,98
754,46
3751,13
11695,74
3750,13
11514,4
11819,216
733,46
3992,79
7013,46
12388,95
2950,47
5679,216
9163,21
12721,205
5354,205
10882,216
1097,21
11913,46
5116,198
11613,74
11099,198
10535,74
9341,173
9646,173
9641,173
3068,71
9645,173
9642,173
9639,173
9640,173
9643,173
5119,198
5123,198
5122,198
4698,124
12547,216
9384,95
12281,222
9995,187
4774,46
3012,54
11539,222
11540,222
9460,246
1836,173
862,46
751,46
11541,222
11902,46
5148,222
6906,46
7264,216
689,46
693,46
1208,12
3017,54
12654,46
648,46
5353,205
5352,205
412,74
7145,21
8043,9
12769,262
2626,40
4409,124
6142,212
6830,204
10563,172
9745,173
10271,95
9399,198
4034,79
5115,198
9216,228
11767,228
11336,228
10799,228
9777,251
4460,124
9041,246
6624,46
11699,74
12894,46
2369,134
9823,228
9698,228
11860,42
11163,95
11164,95
5277,225
9996,187
10364,67
7985,74
11975,87
859,46
11690,98
7686,98
10601,172
10605,172
8981,46
9563,46
11903,46
898,46
12282,222
5144,222
11467,46
7857,74
649,46
12219,46
5143,222
5087,217
12837,4
12945,49
5142,222
5141,222
5349,205
5405,228
5403,228
6276,230
6752,228
9824,228
10289,228
7190,246
9878,74
10614,172
6636,74
9624,46
728,46
639,46
2819,25
12884,228
12518,228
10615,172
9881,74
10616,172
10645,236
10646,236
10644,236
10619,172
4696,124
3609,176
5106,217
7915,77
4408,124
10996,77
9949,77
10997,77
5275,225
5402,228
9567,77
9569,77
6616,228
9699,228
3593,160
11115,46
769,46
9566,77
11101,228
7963,228
5408,228
9854,74
4995,193
12859,94
3127,87
5274,225
5348,205
9871,74
232,74
6478,246
5401,228
4471,124
4851,88
4941,193
4485,124
730,46
731,46
4937,193
4935,193
4695,124
4694,124
4692,124
2974,47
4689,124
4688,124
4684,124
4681,124
4678,124
7606,74
4677,124
4673,124
4672,124
4668,124
9403,124
13110,84
4664,124
11981,116
6334,238
5272,225
13069,205
4945,193
4934,193
11652,169
4933,193
4930,193
4929,193
4786,98
4661,124
11567,46
9928,74
174,74
10898,74
3447,123
4659,124
12641,124
12397,124
10853,103
4653,124
10805,124
4651,124
4629,124
9252,124
10534,74
1975,167
7978,46
4627,124
9663,33
13402,124
5271,225
12885,258
12014,258
5441,233
12888,124
4626,124
4147,88
5108,217
7125,254
4043,165
9910,74
4628,124
4625,124
12727,190
4624,124
242,74
11928,77
4622,124
4612,124
12006,124
9918,74
9919,74
4606,124
4605,124
4318,124
11453,124
734,46
12897,46
2874,33
13403,124
9997,187
5267,225
5266,225
5345,205
11886,205
10543,77
5344,205
5447,237
11337,242
11454,124
11611,74
4594,124
12642,124
12643,124
8757,74
2964,47
2837,9
11251,144
9136,154
4745,190
5867,197
7010,46
10284,13
9733,46
12898,46
12900,46
2590,119
9603,28
884,46
5140,222
5139,222
5343,205
4066,165
11546,171
4722,183
10962,253
4757,190
10959,190
12636,190
5536,190
4754,190
744,46
878,46
10998,77
876,46
4753,190
4752,190
4592,124
4591,124
7596,124
6881,124
5133,222
5342,205
4751,190
5918,137
304,74
1380,112
4744,190
7214,124
2665,40
7879,13
9165,77
7884,124
6880,124
9344,167
12644,124
4589,124
6756,124
4584,124
4582,124
4583,124
6688,4
2887,4
10373,67
5041,217
748,46
780,46
1384,112
12715,225
5078,217
12210,46
6977,205
1389,126
11765,254
11794,137
4743,190
10290,190
9965,137
7855,124
10845,74
4581,124
4580,124
4579,124
13082,124
4576,124
9837,124
781,46
12645,124
11854,137
879,46
783,46
6955,239
5986,248
20,74
241,74
3027,55
6714,144
3126,87
4854,88
5264,225
5333,205
4731,190
4730,190
13077,190
4729,190
6008,248
10960,190
13078,190
4575,124
4574,124
12319,46
350,74
4573,124
4571,124
4570,124
4569,124
6979,124
6029,243
4568,124
10806,124
9592,124
6988,88
4567,124
7885,124
9263,46
9137,124
8958,124
11595,216
4566,124
3506,144
5263,225
10708,191
11665,205
11666,205
11672,190
4565,124
4564,124
4562,124
4561,124
4560,124
11711,240
13214,124
4559,124
9622,46
4558,124
4557,124
4763,124
5645,74
6755,124
7143,124
9704,124
4556,124
12997,124
4555,124
4600,124
8998,184
4601,124
4599,124
12866,160
784,46
6626,46
4254,88
13196,205
5327,205
225,74
4736,190
12008,124
4554,124
11899,124
12009,124
12415,46
12010,124
12398,124
4553,124
4552,124
2274,137
2276,137
3937,13
9902,74
7887,124
4548,124
3934,13
7369,77
4544,124
7888,124
4543,124
4542,124
4541,124
12492,160
922,21
923,21
13264,46
789,46
1734,173
4253,88
5325,205
11766,254
12887,190
9275,12
735,46
10595,172
10596,172
10961,190
11608,74
9589,190
9700,253
12004,253
4538,124
12300,124
9909,74
5588,253
5696,216
793,46
13215,124
12890,124
7331,124
11550,124
9404,124
7056,9
794,46
10843,12
2791,35
9256,124
5134,222
5323,205
257,74
5619,253
3497,144
4523,124
4536,124
5491,253
4528,124
7597,124
7434,124
7142,124
4527,124
4526,124
4525,124
4524,124
4522,124
9593,124
4520,124
4519,124
1612,178
1615,178
4517,124
4516,124
4514,124
7213,124
5618,253
9744,173
7613,46
12773,262
5616,253
7249,74
13404,124
5135,222
5313,205
10291,253
12776,262
8976,12
10876,253
13209,253
11894,253
13210,253
5607,253
13211,253
1641,173
10877,253
272,74
5600,253
5604,253
5603,253
1654,173
11114,46
795,46
7435,124
4513,124
4512,124
8899,197
4510,124
11204,74
5136,222
5311,205
5599,253
7443,253
5595,253
5248,200
9134,253
6759,253
5592,253
5590,253
5591,253
5585,253
2690,40
4550,124
5584,253
8902,8
9055,198
739,46
6640,216
6410,245
796,46
5582,253
7668,88
6911,21
1034,21
4836,66
3844,13
8697,74
378,74
11615,74
8703,74
132,77
4888,21
11683,46
12975,88
5132,222
5580,253
5579,253
9828,253
5578,253
5573,253
741,46
5836,197
863,46
5572,253
5571,253
11156,169
7958,222
10946,222
1726,173
4588,124
737,46
5566,253
5562,253
5565,253
5553,253
6758,253
11828,74
7008,46
5561,253
4633,124
4641,124
5568,253
2583,119
5539,253
7271,173
11103,231
4435,124
6111,211
5849,197
4897,173
11133,173
5129,222
11372,173
5501,253
11777,253
11774,253
11773,253
11776,253
2588,119
12295,253
7246,74
889,46
4756,190
11775,253
7252,74
1260,12
11782,253
325,74
199,74
11778,253
9914,74
3913,13
4801,74
3142,80
1772,173
6584,125
5076,217
12296,253
5499,253
5498,253
5481,253
5480,253
5479,253
5478,253
4201,88
1304,8
6583,125
10794,217
7349,253
5822,46
1805,173
4245,88
6923,173
1813,173
12519,190
5476,253
5475,253
5473,253
13080,183
8016,42
11292,173
4720,183
4632,124
6087,206
4287,171
4284,171
2500,125
12998,124
1839,173
3092,80
1098,21
1103,21
10564,172
9571,161
7040,173
11932,77
1663,173
5321,205
4064,165
4063,165
7218,165
4051,165
3702,154
4497,124
7891,124
3018,56
1866,173
2554,125
6120,211
10913,125
4506,124
4505,124
4504,124
4503,124
8959,124
4501,124
4499,124
7590,171
1456,178
1890,167
4498,124
8960,124
4496,124
7330,124
5906,194
891,46
12434,74
4495,124
4249,88
1476,178
1477,178
1478,178
1479,178
1818,173
5320,205
3707,154
9832,154
3704,154
4492,124
6599,124
13405,124
5747,216
4490,124
9258,124
856,46
7094,254
7937,167
2681,42
7719,167
4488,124
8961,124
4486,124
9187,178
4482,124
10937,255
10005,187
853,46
892,46
245,74
6026,243
11043,88
1939,167
7870,222
1981,167
5317,205
7598,124
4481,124
4477,124
4480,124
4478,124
4476,124
4475,124
11564,46
10006,187
9509,42
10965,124
10966,124
10298,124
1590,178
3906,13
13406,124
8943,124
7600,124
4985,217
6909,46
7601,124
4474,124
7165,173
7030,173
831,46
2188,138
4472,124
2616,19
5757,216
3347,114
2008,167
1630,173
5127,222
6935,167
5312,205
3703,154
12400,124
857,46
4465,124
1636,173
10885,46
9332,173
7046,167
7378,173
7386,167
4467,124
4463,124
11900,124
2704,42
11499,167
159,74
722,46
9625,46
11483,173
6141,212
4256,88
12579,137
10008,187
9584,205
9400,154
5930,125
5931,125
3361,106
10804,154
3690,154
4457,124
4456,124
4454,124
7447,124
8962,124
8963,124
4452,124
13216,124
2661,40
9644,173
1714,173
1715,173
3877,13
4900,167
7727,47
12690,173
2680,40
9095,173
9626,46
9627,46
9296,167
10274,222
7167,173
6983,222
5305,205
3688,154
4764,154
3687,154
5466,154
9983,187
5791,214
5792,214
6331,235
1752,173
11800,137
11678,124
9573,173
11343,124
4448,124
9469,46
2375,134
12251,173
4958,217
31,98
848,46
792,46
7037,173
261,74
829,46
6606,222
4025,79
12302,124
11455,124
2131,163
4445,124
9706,124
12520,124
4910,40
11117,21
1789,173
6679,173
1807,173
4444,124
9058,124
4443,124
2133,163
9840,124
11565,46
1819,173
372,74
6104,208
395,69
3965,79
9442,240
