"user_id","job_id","direction","time"
6354,3433,false,2019-08-26 09:58:32
63,3179,true,2019-08-30 11:46:32
6516,2821,false,2019-08-27 11:38:29
1818,9201,true,2019-08-13 16:09:33
6111,3437,true,2019-08-24 09:32:26
7542,1160,false,2019-09-01 14:47:07
6093,1507,false,2019-08-24 08:46:06
9108,9210,false,2019-09-09 09:47:13
9747,3433,false,2019-09-12 16:45:05
2151,9178,false,2019-08-13 21:01:41
1350,399,true,2019-08-20 12:27:34
3582,2811,false,2019-08-16 14:31:40
1791,3788,true,2019-08-13 09:08:40
6831,12050,true,2019-09-19 16:28:50
3249,2859,true,2019-08-15 13:50:45
7533,8940,false,2019-09-01 22:26:50
738,6839,true,2019-08-12 10:55:04
2295,4288,false,2019-08-14 10:14:45
9171,9210,true,2019-09-10 18:30:19
3276,6275,false,2019-08-15 15:11:39
6183,9034,true,2019-08-25 00:47:23
1170,3458,false,2019-08-12 19:37:24
5688,3684,false,2019-08-23 10:42:27
5634,9631,false,2019-09-02 13:07:25
4005,5388,true,2019-08-19 12:52:32
6120,7811,false,2019-08-24 09:25:23
6507,3724,true,2019-08-27 14:26:49
9216,100,true,2019-09-10 13:45:12
1791,5401,true,2019-08-13 09:13:49
2853,3703,false,2019-08-14 17:50:05
2700,3182,false,2019-08-14 15:33:31
7434,3286,true,2019-08-31 12:51:36
3186,3188,false,2019-08-15 10:47:15
3447,9231,true,2019-08-16 07:56:09
7155,11944,false,2019-09-20 14:24:46
8496,3192,false,2019-09-05 14:29:29
2646,9462,false,2019-08-21 23:12:30
5193,9436,true,2019-08-23 08:28:17
3942,9631,true,2019-08-22 17:09:57
2718,3863,true,2019-08-14 15:52:54
9378,100,true,2019-09-12 11:50:50
7677,12144,false,2019-09-14 15:38:37
1791,2862,true,2019-08-13 09:08:48
4761,8977,true,2019-08-20 07:42:56
6138,1883,false,2019-08-24 10:06:44
63,4830,false,2019-08-12 16:18:14
3942,5114,true,2019-08-17 06:25:09
2295,2772,true,2019-08-14 09:05:59
8064,2736,false,2019-09-04 09:32:27
2115,6146,true,2019-08-13 19:45:59
5346,3405,true,2019-08-21 16:43:11
6858,6762,false,2019-09-17 11:52:36
7020,2736,false,2019-09-02 23:06:41
4212,5898,true,2019-08-18 12:12:03
2709,9010,false,2019-08-28 08:31:20
2439,3561,false,2019-08-14 11:55:23
6111,1513,false,2019-08-24 19:09:55
7326,2871,false,2019-09-02 09:46:40
10098,10762,false,2019-09-16 23:43:13
2700,4731,false,2019-08-14 15:37:28
7191,9974,false,2019-09-25 08:21:05
1836,2187,false,2019-08-13 09:39:31
5382,3919,false,2019-08-22 15:54:15
5040,9468,false,2019-09-10 16:17:28
1926,5968,false,2019-08-26 21:47:52
7686,6155,false,2019-09-01 20:06:51
3447,6052,true,2019-08-16 07:53:17
5346,2961,false,2019-08-21 16:52:40
6948,7588,false,2019-08-29 13:13:05
2295,3651,true,2019-08-14 10:14:04
2115,3182,true,2019-08-13 19:41:26
8487,2831,true,2019-09-05 14:24:05
8721,4649,true,2019-09-06 15:49:00
5121,6192,true,2019-09-02 06:46:45
8352,2857,true,2019-09-04 21:13:07
6597,3745,true,2019-08-27 16:37:48
1791,4317,true,2019-08-13 09:08:30
5787,6244,false,2019-08-22 23:15:21
4761,4445,false,2019-08-20 07:42:22
3204,6239,false,2019-08-29 17:46:44
1512,9010,false,2019-08-12 19:57:11
2700,5122,false,2019-08-14 15:37:41
9405,3367,false,2019-09-18 20:27:16
7677,4373,true,2019-09-01 19:20:28
3024,860,false,2019-08-17 04:54:03
2304,12144,true,2019-09-23 01:10:11
7830,7266,false,2019-09-02 14:27:21
1908,3691,true,2019-08-14 12:07:18
459,8037,false,2019-09-02 11:16:40
2826,39,true,2019-08-14 17:20:55
8082,7753,true,2019-09-04 12:20:48
1017,2920,false,2019-08-12 13:19:52
6111,10759,false,2019-09-06 15:19:14
5634,6237,true,2019-08-29 16:33:22
3339,99,false,2019-08-19 11:23:30
6840,3644,false,2019-08-28 18:21:38
5292,3703,false,2019-09-10 09:24:46
3096,10152,true,2019-09-17 20:35:04
1809,9399,true,2019-08-27 08:22:21
5634,5075,false,2019-08-29 16:32:42
5193,7547,true,2019-08-23 08:32:33
1197,3056,true,2019-08-12 22:16:15
9801,6722,true,2019-09-24 13:43:15
8397,7929,false,2019-09-24 00:31:41
2871,11336,true,2019-09-19 13:35:42
1512,2863,false,2019-08-12 19:53:22
3717,3918,false,2019-08-16 16:55:54
7839,2699,false,2019-09-02 15:35:56
2358,6122,true,2019-08-14 10:37:56
7659,5421,true,2019-09-01 18:43:45
4860,7070,false,2019-08-27 14:01:57
10179,7751,true,2019-09-18 08:54:58
10206,9706,false,2019-09-18 11:28:11
1989,9538,false,2019-08-20 18:35:43
7605,6960,false,2019-09-01 13:35:06
1818,3415,false,2019-08-13 16:11:20
6291,6704,true,2019-08-26 19:45:37
1656,4732,false,2019-08-13 12:51:38
4698,1160,false,2019-08-19 22:32:05
8397,12005,false,2019-09-18 21:57:07
5283,13312,true,2019-09-25 09:48:31
5913,6115,false,2019-09-19 08:27:43
5265,3847,false,2019-08-21 15:27:56
6840,7726,false,2019-08-28 17:50:37
4284,4438,false,2019-08-22 17:30:12
1836,6106,true,2019-08-13 09:27:44
8748,9366,false,2019-09-06 17:52:41
1899,6972,false,2019-08-16 10:37:01
6516,8028,false,2019-08-27 19:42:59
9477,10166,true,2019-09-10 18:23:55
1413,6960,false,2019-08-12 18:15:28
6750,7726,false,2019-08-28 21:35:41
4590,722,true,2019-08-19 15:54:11
4329,891,true,2019-08-19 01:22:10
10224,3523,false,2019-09-23 14:49:25
4167,839,false,2019-09-09 04:35:36
2115,3066,true,2019-08-13 19:38:56
3438,7645,false,2019-08-16 07:41:50
5121,6031,false,2019-08-22 06:47:34
10278,3190,false,2019-09-19 09:49:25
5157,3545,true,2019-08-21 09:56:10
1728,2896,false,2019-09-06 08:44:26
9036,4736,true,2019-09-08 16:15:23
7695,3360,true,2019-09-01 20:30:11
639,928,false,2019-08-11 11:07:51
4887,12648,false,2019-09-18 15:25:02
7110,10870,false,2019-08-30 21:38:55
6939,3711,false,2019-08-29 12:40:28
6516,6194,false,2019-08-27 11:44:54
10377,41,false,2019-09-19 14:06:16
3321,6722,false,2019-08-15 17:27:38
6759,6031,false,2019-08-28 11:28:49
5193,3228,true,2019-08-23 08:28:51
4473,8957,true,2019-08-19 12:56:43
1917,3188,true,2019-08-13 12:48:57
2115,3292,true,2019-08-13 19:41:58
2916,2877,false,2019-08-14 19:31:03
4014,2722,true,2019-09-16 17:50:02
4284,9792,false,2019-08-22 17:26:46
6849,3893,true,2019-08-28 18:14:28
5265,7761,false,2019-08-21 13:29:48
3717,4921,false,2019-08-16 16:56:51
2394,4615,false,2019-08-14 11:03:38
6291,5713,true,2019-08-26 20:02:18
8793,5084,false,2019-09-09 09:27:45
1170,9033,false,2019-09-18 15:17:56
1908,9124,false,2019-08-29 14:14:48
270,9788,false,2019-09-03 17:17:32
9045,9822,true,2019-09-08 16:57:20
6633,4649,false,2019-08-27 19:25:12
6651,2775,false,2019-09-20 09:06:46
2871,6106,false,2019-08-14 20:36:34
3402,778,false,2019-09-02 21:58:25
6507,11745,true,2019-09-11 14:43:12
10530,3053,false,2019-09-22 23:04:41
63,3685,false,2019-08-12 16:14:57
5733,2942,true,2019-08-22 22:07:29
1791,2774,true,2019-08-13 09:12:20
7281,8038,false,2019-09-21 07:12:38
1899,661,true,2019-08-24 11:06:20
4284,83,true,2019-08-18 21:16:13
3303,7987,false,2019-08-15 17:11:01
3249,3068,true,2019-08-15 13:51:51
4311,2565,false,2019-09-01 18:56:44
6183,7947,true,2019-08-24 23:07:44
6273,3074,false,2019-08-25 17:21:24
2853,2896,false,2019-08-14 17:46:19
2277,3881,true,2019-08-14 09:06:31
8397,7757,false,2019-09-24 00:25:25
1170,3180,false,2019-08-12 14:50:30
3276,3059,false,2019-08-15 16:25:21
10008,9231,false,2019-09-16 10:29:55
1314,2831,true,2019-08-12 17:11:10
3753,3182,false,2019-08-16 18:07:15
5193,7710,true,2019-08-23 08:31:55
7794,9378,false,2019-09-23 20:23:06
7434,3286,true,2019-08-31 12:51:44
5085,3685,false,2019-08-20 21:19:21
10368,10957,false,2019-09-19 14:20:02
5193,9022,true,2019-08-23 08:33:11
1494,3436,true,2019-08-12 20:03:20
1575,118,false,2019-08-12 21:02:26
3249,5421,true,2019-08-15 13:49:09
3528,9200,false,2019-08-16 14:08:40
7533,7757,true,2019-09-01 06:00:14
1575,4375,false,2019-08-12 21:04:24
7092,9207,false,2019-09-02 10:19:24
9684,10355,false,2019-09-12 11:12:00
6642,7588,true,2019-08-27 19:51:59
9315,2911,false,2019-09-10 12:18:09
5085,6275,false,2019-08-20 21:20:00
117,7652,false,2019-08-12 10:54:10
1791,6944,true,2019-08-13 09:13:01
2340,2853,false,2019-08-14 15:58:15
4311,3597,false,2019-09-01 19:15:51
2637,5421,false,2019-08-14 14:49:12
2295,6571,false,2019-08-14 09:21:05
4428,1565,false,2019-08-19 11:18:02
8370,1301,false,2019-09-04 22:45:22
8991,11463,false,2019-09-08 12:19:28
1926,11875,false,2019-09-11 10:50:46
10413,9816,true,2019-09-19 18:44:14
2070,3282,true,2019-08-13 18:23:40
7443,774,true,2019-09-01 12:27:11
1404,4527,false,2019-08-12 18:05:24
3321,3918,false,2019-08-15 17:26:04
1170,7547,false,2019-08-12 14:51:59
6786,5898,false,2019-08-28 12:16:01
117,3545,true,2019-08-12 11:01:16
7326,9528,false,2019-08-30 16:16:35
2304,2821,false,2019-08-15 16:39:51
2097,3404,false,2019-08-14 19:18:18
5193,2811,true,2019-08-23 08:32:37
3654,3286,true,2019-08-29 08:00:47
270,7032,false,2019-08-23 09:56:24
8685,23,false,2019-09-06 14:59:04
2583,3703,false,2019-08-15 12:44:35
4311,10008,true,2019-09-01 18:41:18
1224,3478,false,2019-08-19 16:07:45
990,4375,false,2019-08-12 12:59:43
8739,3177,false,2019-09-07 21:38:17
6534,2942,false,2019-08-27 12:46:04
4392,3724,true,2019-08-19 10:57:21
3024,7649,false,2019-08-15 09:14:07
6831,2945,true,2019-08-28 16:22:56
1269,7552,false,2019-08-19 16:55:04
2232,650,false,2019-08-14 08:06:50
6327,4556,true,2019-08-26 04:19:51
8559,5090,false,2019-09-05 19:01:35
5994,2886,false,2019-08-23 14:24:42
270,6023,false,2019-08-19 21:30:36
4473,3192,true,2019-08-19 12:52:31
3897,116,true,2019-08-16 21:44:16
3717,12103,false,2019-09-12 11:03:28
6768,9356,false,2019-08-28 11:58:52
4770,2776,true,2019-09-04 07:10:36
10539,10152,false,2019-09-21 07:55:13
2655,2826,false,2019-08-14 15:30:08
7722,9227,false,2019-09-01 22:51:39
3366,2911,false,2019-08-15 20:48:41
6750,891,false,2019-08-28 21:47:16
7929,9280,true,2019-09-03 12:30:16
6642,4039,true,2019-08-27 19:51:16
1278,777,false,2019-08-12 16:23:53
1791,3367,true,2019-08-13 09:13:35
10701,11548,false,2019-09-23 13:29:31
7830,3153,false,2019-09-02 14:16:58
3033,2187,false,2019-08-15 05:49:27
2862,3217,false,2019-09-24 20:51:07
10458,7600,false,2019-09-20 11:00:25
5193,9463,true,2019-08-23 08:32:19
1656,6105,false,2019-08-13 12:54:17
3762,3703,false,2019-08-16 17:44:39
2277,2952,true,2019-08-14 09:04:56
1791,3636,true,2019-08-13 09:12:43
6138,2565,true,2019-08-24 10:07:01
1089,3356,false,2019-08-12 14:26:23
1512,7216,true,2019-08-12 19:49:11
1728,7737,true,2019-09-06 08:43:06
7074,2884,true,2019-09-11 12:56:51
6939,7209,false,2019-08-29 12:50:59
6615,2720,false,2019-08-27 17:31:07
2853,4753,false,2019-08-14 17:51:06
4320,4615,true,2019-08-19 21:33:41
3150,5433,false,2019-09-05 09:46:00
2610,7414,false,2019-08-16 13:29:34
4887,9664,true,2019-08-20 11:28:27
4338,4438,false,2019-08-19 04:22:14
9405,1507,false,2019-09-18 20:21:30
3339,3306,false,2019-08-15 19:25:09
10422,4736,false,2019-09-19 21:01:50
2727,2725,false,2019-08-14 16:28:44
1836,399,true,2019-08-19 13:32:15
7677,4615,true,2019-09-01 19:24:17
1089,2774,false,2019-08-12 14:21:54
7218,9950,false,2019-08-30 11:25:29
9315,2859,false,2019-09-10 12:28:00
2781,99,false,2019-08-14 20:33:11
8136,6749,false,2019-09-04 13:44:25
7830,6344,false,2019-09-02 14:27:43
1899,7094,true,2019-08-14 12:55:44
6480,2833,false,2019-08-27 09:48:04
5886,70,false,2019-09-13 08:30:06
7794,6866,false,2019-09-23 20:21:16
3339,6052,false,2019-09-23 10:58:34
5193,9452,true,2019-08-23 08:32:15
5346,6867,false,2019-08-21 16:49:43
315,2641,true,2019-08-12 21:42:14
3168,1156,false,2019-08-15 11:25:55
6516,6149,false,2019-08-27 19:43:55
4041,116,false,2019-08-17 12:25:18
2952,2580,true,2019-08-14 20:49:58
8766,9434,false,2019-09-06 16:15:33
4005,3293,true,2019-08-17 10:30:13
10395,12948,false,2019-09-23 22:44:57
8964,3459,true,2019-09-07 21:08:55
9819,11286,false,2019-09-13 07:43:47
3753,6149,false,2019-08-16 18:03:52
9405,3005,false,2019-09-18 20:25:03
7218,2732,false,2019-08-30 11:14:03
7857,7316,false,2019-09-02 16:06:16
5940,3190,false,2019-08-23 12:18:51
4437,10358,false,2019-09-24 20:39:31
4059,1507,false,2019-08-17 14:18:30
6507,9531,true,2019-08-27 14:24:38
4581,2774,false,2019-08-19 15:21:37
702,2316,false,2019-09-22 20:51:30
5913,2823,true,2019-08-29 10:27:53
1125,2196,true,2019-08-12 14:32:49
8226,11231,true,2019-09-04 14:48:18
4887,1334,false,2019-08-20 11:28:41
5724,7987,true,2019-08-22 17:32:54
4311,4024,false,2019-09-01 19:17:43
5688,6063,false,2019-08-23 08:51:06
1656,7547,true,2019-08-13 02:13:53
7650,6702,false,2019-09-02 18:01:06
2277,4911,false,2019-08-14 09:07:29
2709,3754,false,2019-08-18 09:34:06
3339,3556,false,2019-08-15 19:26:56
5121,5755,true,2019-08-22 07:53:03
4167,12035,false,2019-09-16 21:50:45
4158,23,false,2019-08-17 22:49:39
7398,6860,true,2019-08-31 02:23:57
8397,12608,false,2019-09-18 21:58:54
7686,3458,false,2019-09-01 20:06:26
1224,4755,false,2019-08-19 16:05:36
7641,2640,true,2019-09-21 11:17:06
8370,10946,false,2019-09-20 23:37:46
1791,3176,true,2019-08-13 09:08:52
6291,8044,false,2019-08-26 19:35:43
9279,9543,true,2019-09-10 09:50:41
270,2316,false,2019-08-19 21:34:32
9675,9978,true,2019-09-12 10:08:47
10962,12614,false,2019-09-25 08:21:33
2286,2121,false,2019-08-14 09:11:56
9351,9531,false,2019-09-10 13:52:59
7209,11319,true,2019-09-05 18:25:35
9729,6404,false,2019-09-12 20:36:30
7299,2640,true,2019-08-30 15:11:41
10377,3188,false,2019-09-19 14:04:35
3276,8020,false,2019-08-15 16:33:31
4059,3177,true,2019-08-17 14:20:09
4302,3438,true,2019-08-18 21:59:52
2043,650,false,2019-08-13 16:19:39
7605,2187,false,2019-09-01 13:34:48
6876,7032,false,2019-08-29 12:05:56
3501,7408,false,2019-08-16 13:19:31
5193,9983,true,2019-09-04 09:02:32
3366,4694,false,2019-08-15 20:53:27
7713,3410,false,2019-09-01 21:22:42
7155,4445,false,2019-09-20 14:21:37
9405,10522,true,2019-09-10 13:51:37
3942,12469,false,2019-09-16 13:25:46
2709,9531,false,2019-08-28 08:24:26
8739,3545,false,2019-09-06 16:00:23
10413,12948,true,2019-09-23 11:40:24
3204,98,false,2019-08-15 12:16:03
5346,836,false,2019-08-21 16:43:48
4311,3433,false,2019-09-01 19:09:35
4734,3188,true,2019-08-20 03:59:15
8451,4412,false,2019-09-05 12:36:14
756,3302,false,2019-08-12 10:52:47
2808,6872,true,2019-08-14 16:56:42
7326,11641,false,2019-09-10 18:02:28
3366,3701,false,2019-08-15 20:40:22
270,10008,false,2019-09-03 17:16:49
4923,6960,true,2019-08-20 13:19:41
8172,4438,true,2019-09-23 18:24:52
3942,9101,true,2019-08-17 06:14:10
4563,2150,true,2019-08-19 14:50:29
10278,3005,false,2019-09-19 09:50:26
54,3788,false,2019-08-05 20:58:27
4869,886,false,2019-08-20 16:08:52
5292,399,true,2019-08-21 13:49:49
4770,6225,false,2019-08-20 08:52:42
783,5896,false,2019-08-12 11:06:05
4482,6722,false,2019-08-19 15:35:49
4392,12368,true,2019-09-18 12:25:41
2538,6605,true,2019-08-22 19:28:44
7677,3896,false,2019-09-21 19:28:39
2295,9178,false,2019-08-14 10:27:37
5688,7952,false,2019-08-23 10:47:39
4005,10917,false,2019-08-29 14:13:39
5391,4616,true,2019-08-21 18:02:55
1062,7209,false,2019-08-31 08:13:24
1314,9200,true,2019-08-22 13:48:51
6939,10638,false,2019-08-29 12:52:28
990,3153,false,2019-08-12 12:56:38
3339,7552,false,2019-08-15 19:32:47
6615,3056,false,2019-08-27 17:32:07
315,1188,true,2019-08-12 21:35:43
324,2565,false,2019-08-08 10:24:44
6768,7209,false,2019-08-28 12:14:49
117,6951,true,2019-08-12 11:03:01
9369,3754,false,2019-09-23 13:17:11
4158,7304,false,2019-08-17 22:45:56
7218,9792,false,2019-08-30 10:58:20
2682,762,true,2019-08-14 16:27:42
765,4649,true,2019-08-26 01:01:24
9063,11926,false,2019-09-17 16:55:32
5292,9683,false,2019-08-22 15:05:05
6948,1160,false,2019-08-29 13:12:37
3582,5380,false,2019-08-16 14:34:08
5319,9627,false,2019-09-16 19:46:17
738,2624,false,2019-08-12 10:40:21
4455,3069,false,2019-09-09 17:04:39
2925,2576,true,2019-08-14 19:42:16
1836,5422,false,2019-08-19 13:36:32
4095,3410,false,2019-08-23 11:57:10
5499,1317,false,2019-08-29 14:35:46
10080,7571,true,2019-09-16 21:42:47
7281,12475,true,2019-09-21 07:11:18
2556,2772,true,2019-08-14 13:42:45
3753,5622,false,2019-08-16 18:07:29
117,2863,true,2019-08-12 10:59:22
10395,11431,true,2019-09-19 14:39:51
2700,3360,false,2019-08-14 15:33:53
1791,6704,true,2019-08-13 09:13:00
1845,3410,false,2019-09-11 17:25:17
1908,7209,true,2019-08-28 08:35:16
3186,2121,false,2019-08-15 19:09:48
702,661,true,2019-09-22 15:38:20
6507,6239,true,2019-08-27 18:14:04
5265,5321,false,2019-08-21 14:50:46
4707,9033,false,2019-08-19 23:22:51
3915,2878,true,2019-08-27 18:50:52
2286,3398,false,2019-08-14 09:15:12
2151,3685,false,2019-08-13 20:46:33
7866,3389,false,2019-09-02 18:23:19
9369,10116,false,2019-09-23 13:15:26
2556,929,true,2019-08-28 14:22:36
4887,9210,true,2019-08-20 11:20:10
4653,11231,true,2019-09-02 17:08:01
936,9155,false,2019-09-17 10:38:23
1917,6061,true,2019-08-13 12:53:30
10854,3724,false,2019-09-25 08:36:54
1791,4039,true,2019-08-13 09:12:50
1791,7571,true,2019-08-13 09:13:17
7326,11679,false,2019-09-10 17:59:45
1926,7751,true,2019-08-26 21:49:01
2862,7595,false,2019-08-14 19:28:38
2097,3192,true,2019-08-13 19:42:00
4752,6106,false,2019-09-03 17:36:20
2844,7403,true,2019-08-14 17:36:53
4158,6042,false,2019-08-17 22:51:11
9072,10137,true,2019-09-08 22:22:24
4707,9029,true,2019-08-19 23:10:12
9045,5115,true,2019-09-08 16:57:03
2304,5433,false,2019-09-02 17:12:25
1008,1565,true,2019-08-12 13:08:51
4311,6695,false,2019-09-01 19:29:23
10224,12842,false,2019-09-23 14:44:45
5085,9543,true,2019-08-20 21:13:46
6093,4649,false,2019-08-24 08:43:36
2637,5311,false,2019-08-14 15:02:21
3204,9216,false,2019-09-16 11:31:19
4428,7726,false,2019-08-19 11:27:26
6939,3825,false,2019-08-29 12:50:33
9153,3732,false,2019-09-09 14:38:17
3897,886,false,2019-08-16 21:42:59
1899,3180,false,2019-08-13 12:44:01
6156,9434,false,2019-08-24 11:26:12
9216,2187,true,2019-09-10 13:44:28
7641,2857,false,2019-09-01 16:34:41
7092,10137,true,2019-09-02 10:19:44
5895,6867,false,2019-08-23 13:51:30
7218,3703,true,2019-08-30 11:01:00
6111,9805,true,2019-08-29 11:51:58
4860,9366,true,2019-08-20 11:14:17
3033,2192,false,2019-08-15 05:49:31
4518,5421,true,2019-08-19 14:13:23
2115,3732,true,2019-08-13 19:44:07
2871,3306,false,2019-08-14 20:44:10
1845,2833,true,2019-09-09 17:09:01
6858,11638,true,2019-09-19 12:44:01
5265,2959,false,2019-08-21 13:47:53
3375,12118,true,2019-09-24 17:29:35
7101,7837,true,2019-08-29 19:32:35
2295,7351,false,2019-08-14 10:24:32
5211,3788,false,2019-08-21 12:01:52
2088,7941,false,2019-08-13 19:11:49
7209,2871,true,2019-08-31 19:20:23
3951,5774,false,2019-08-17 06:25:07
3366,3181,false,2019-08-15 20:49:04
1989,4556,false,2019-08-13 15:10:56
9324,3523,false,2019-09-10 13:37:56
4923,6494,true,2019-08-20 13:41:20
7641,2828,false,2019-09-01 16:33:26
3627,2992,false,2019-08-16 16:21:54
2673,11001,true,2019-09-06 14:41:40
5652,2945,false,2019-08-22 15:55:44
3249,3918,true,2019-08-15 13:52:07
8433,2840,false,2019-09-05 12:06:17
6813,9631,false,2019-08-28 15:53:10
1791,3190,true,2019-08-13 09:08:52
3618,3460,false,2019-08-16 16:32:27
5193,3282,true,2019-08-22 15:55:34
1791,7926,true,2019-08-13 09:13:25
4689,1317,false,2019-08-20 21:04:08
6534,3217,false,2019-08-27 12:46:36
6840,6247,false,2019-08-28 18:28:38
8325,3192,true,2019-09-04 17:51:19
2997,3734,false,2019-08-15 21:01:29
3942,6203,false,2019-08-28 09:33:43
1431,11567,false,2019-09-15 14:45:45
9783,6749,false,2019-09-12 21:04:33
2556,3101,true,2019-08-27 20:09:51
4311,3286,false,2019-08-22 11:26:34
1989,2778,false,2019-08-13 15:21:23
6615,41,false,2019-08-27 17:26:55
2277,5422,false,2019-09-02 12:24:39
2538,6960,true,2019-08-14 13:26:20
6939,6154,false,2019-08-29 12:53:06
3582,3391,false,2019-08-16 14:29:16
4923,5388,false,2019-08-20 13:56:48
1206,3686,false,2019-08-12 21:03:57
4473,9135,false,2019-08-19 13:11:14
1206,3650,false,2019-08-14 20:08:55
8397,3957,false,2019-09-24 00:23:49
5913,6320,true,2019-08-29 10:28:20
2844,9201,true,2019-08-14 17:34:06
2592,11944,false,2019-09-17 21:22:05
10665,5433,false,2019-09-23 12:20:43
4050,98,false,2019-08-17 13:29:38
9711,5908,true,2019-09-12 16:00:02
3339,3068,false,2019-08-15 19:24:04
7794,2639,false,2019-09-23 20:56:03
1989,3099,false,2019-08-13 15:23:44
297,2680,true,2019-08-07 13:17:40
5499,9318,true,2019-08-29 14:36:26
5040,4649,false,2019-08-22 15:53:11
3546,3918,true,2019-08-16 13:54:55
8739,2833,false,2019-09-13 10:17:28
4887,3099,true,2019-08-20 11:32:22
1170,3437,false,2019-08-12 19:31:08
7506,3557,false,2019-08-31 22:32:31
1791,7649,true,2019-08-13 09:13:59
7146,9201,true,2019-09-19 21:53:59
9513,2640,true,2019-09-11 07:44:07
8397,4438,false,2019-09-05 03:06:42
10629,11006,false,2019-09-23 09:44:23
324,3056,false,2019-08-08 10:19:01
2646,6169,false,2019-08-14 15:10:34
9675,9123,true,2019-09-12 14:08:03
5283,7422,true,2019-08-21 13:54:19
4644,9319,true,2019-08-19 19:42:19
10098,10946,false,2019-09-16 23:43:20
5193,9765,true,2019-08-23 08:32:26
10098,172,false,2019-09-16 23:37:33
9081,2833,true,2019-09-08 23:16:43
2115,2764,true,2019-08-13 19:39:10
2556,2992,false,2019-08-27 20:09:16
4572,1401,true,2019-08-19 15:18:42
10629,11926,false,2019-09-23 09:47:08
4653,6697,true,2019-08-19 20:02:57
3501,3288,false,2019-08-16 12:43:48
5931,3508,false,2019-08-30 13:02:59
9045,4615,true,2019-09-08 16:57:23
